openness,conscientiousness,extraversion,agreeableness,neuroticism,career,category
72.16,100.0,59.38,84.47,25.03,Doctor,Healthcare and Medical
62.22,88.04,66.07,87.9,24.82,Academic Advisor,Education and Research
63.97,88.05,39.22,74.18,24.91,Pharmacist,Healthcare and Medical
52.08,91.13,28.18,43.02,24.81,Accountant,Business Management and Finance
62.65,98.37,32.45,48.85,21.36,Database Administrator,Technology and IT
82.36,93.32,48.65,72.19,27.12,Industrial Engineer,Engineering and Architecture
79.63,82.06,43.33,64.65,36.58,Mobile App Developer,Technology and IT
89.14,66.47,56.09,56.27,45.0,Photographer,Creative Media and Design
90.62,92.52,39.94,66.25,23.49,Machine Learning Engineer,Technology and IT
72.36,73.89,56.6,85.42,32.52,Academic Advisor,Education and Research
84.44,71.37,57.36,70.69,27.3,UI UX Designer,Creative Media and Design
67.5,85.67,46.6,72.59,28.65,Pharmacist,Healthcare and Medical
67.93,97.7,62.45,71.85,23.46,Judge,Law Government and Security
84.19,72.47,88.97,69.51,42.08,Marketing Manager,Business Management and Finance
83.41,87.81,38.45,57.17,27.67,Data Scientist,Technology and IT
73.02,90.29,42.18,53.47,30.1,Electrical Engineer,Engineering and Architecture
72.89,66.91,64.1,95.72,38.93,Social Worker,Social and Behavioral Sciences
80.95,56.26,47.5,62.34,39.07,Content Writer,Creative Media and Design
73.89,68.36,88.2,69.11,32.75,Sales Manager,Business Management and Finance
76.57,81.57,86.0,84.98,40.1,HR Manager,Business Management and Finance
67.8,66.08,47.71,100.0,30.04,Social Worker,Social and Behavioral Sciences
64.21,78.71,65.0,89.62,22.45,Physiotherapist,Healthcare and Medical
56.53,86.18,60.72,93.22,24.88,Nurse,Healthcare and Medical
92.88,77.51,84.51,53.27,36.86,Entrepreneur,Business Management and Finance
71.62,86.21,58.08,59.67,27.33,Business Analyst,Business Management and Finance
57.92,97.55,72.7,60.69,20.94,Army Officer,Law Government and Security
70.14,76.98,65.04,97.8,34.49,Social Worker,Social and Behavioral Sciences
94.14,59.43,59.8,66.31,33.44,Photographer,Creative Media and Design
71.41,92.06,29.88,52.18,28.83,Mechanical Engineer,Engineering and Architecture
72.8,91.82,34.7,45.75,23.59,Cybersecurity Analyst,Technology and IT
96.9,89.88,36.63,55.87,21.41,AI Engineer,Technology and IT
72.64,82.71,33.05,57.11,32.1,Cybersecurity Analyst,Technology and IT
63.67,87.99,87.09,72.05,35.16,Sales Manager,Business Management and Finance
76.58,86.12,49.89,59.69,34.6,Civil Engineer,Engineering and Architecture
69.05,84.26,74.19,70.34,23.16,Project Manager,Business Management and Finance
67.99,82.27,42.38,58.65,28.77,Software Engineer,Technology and IT
76.84,96.71,63.92,84.81,19.85,Doctor,Healthcare and Medical
87.22,86.32,37.33,57.7,26.07,Machine Learning Engineer,Technology and IT
68.18,83.4,64.18,76.24,31.68,Lecturer,Education and Research
73.21,95.09,71.75,74.28,26.15,Project Manager,Business Management and Finance
72.37,90.6,34.9,58.78,20.33,Cybersecurity Analyst,Technology and IT
75.49,94.51,90.66,52.29,25.66,Lawyer,Law Government and Security
65.12,86.62,37.95,70.17,13.7,Radiologist,Healthcare and Medical
82.81,70.53,60.27,66.14,28.0,UI UX Designer,Creative Media and Design
89.51,64.19,40.03,69.13,29.86,Content Writer,Creative Media and Design
78.64,86.24,83.21,54.85,31.82,Lawyer,Law Government and Security
81.61,75.41,36.73,61.24,30.94,Mobile App Developer,Technology and IT
60.03,94.2,22.08,62.59,17.64,Medical Laboratory Technologist,Healthcare and Medical
83.06,62.63,83.53,60.8,33.95,Marketing Manager,Business Management and Finance
75.34,76.03,68.86,76.71,39.91,Teacher,Education and Research
61.62,89.86,67.4,59.65,21.18,Army Officer,Law Government and Security
67.2,73.75,87.7,49.84,30.56,Sales Manager,Business Management and Finance
68.1,90.93,74.58,60.77,41.03,Lawyer,Law Government and Security
75.04,96.03,63.44,69.75,15.72,Judge,Law Government and Security
82.41,70.23,46.93,57.66,29.67,Photographer,Creative Media and Design
90.01,66.07,72.16,64.29,41.08,Journalist,Creative Media and Design
68.73,86.55,80.8,82.96,35.22,Teacher,Education and Research
86.85,62.19,52.91,66.55,33.26,Photographer,Creative Media and Design
75.55,76.22,76.56,91.14,40.92,HR Manager,Business Management and Finance
68.15,92.27,29.17,50.9,18.13,Cybersecurity Analyst,Technology and IT
72.26,81.44,66.5,76.43,37.94,Nutritionist,Healthcare and Medical
96.92,81.83,37.61,67.36,26.86,Environmental Scientist,Environmental Science
85.75,69.09,54.61,59.64,41.87,Photographer,Creative Media and Design
66.12,100.0,29.3,64.97,33.14,Radiologist,Healthcare and Medical
82.85,78.71,94.33,57.89,37.72,Marketing Manager,Business Management and Finance
70.86,86.78,87.26,58.38,27.31,Lawyer,Law Government and Security
58.57,93.04,43.05,72.55,26.91,Pharmacist,Healthcare and Medical
83.1,63.01,82.64,75.96,41.18,Digital Marketing Specialist,Creative Media and Design
88.54,83.94,32.21,72.73,23.7,Environmental Scientist,Environmental Science
66.68,94.44,27.26,43.36,18.59,Database Administrator,Technology and IT
77.84,92.13,64.89,74.32,15.93,Civil Servant CSS Officer,Law Government and Security
72.65,92.19,58.76,80.5,19.67,Dentist,Healthcare and Medical
71.68,75.2,60.67,94.2,25.85,Social Worker,Social and Behavioral Sciences
65.5,92.56,85.23,69.35,27.89,Project Manager,Business Management and Finance
80.07,66.57,48.75,62.54,44.63,Content Writer,Creative Media and Design
65.96,82.25,48.58,59.36,25.26,Civil Engineer,Engineering and Architecture
59.79,91.06,36.88,61.96,21.23,Chemical Engineer,Engineering and Architecture
65.61,100.0,45.45,68.51,9.41,Surgeon,Healthcare and Medical
72.49,71.01,87.76,86.07,36.87,HR Manager,Business Management and Finance
86.25,67.1,76.36,58.79,43.8,Entrepreneur,Business Management and Finance
68.4,88.39,81.37,65.51,22.31,Project Manager,Business Management and Finance
100.0,87.6,65.99,81.1,33.63,Professor,Education and Research
86.12,72.37,86.61,62.69,30.14,Marketing Manager,Business Management and Finance
70.06,78.65,75.42,61.71,32.8,Project Manager,Business Management and Finance
73.05,75.4,50.74,92.42,35.96,Social Worker,Social and Behavioral Sciences
90.92,62.2,56.25,63.38,36.25,Graphic Designer,Creative Media and Design
92.15,82.48,40.48,70.32,36.15,Architect,Engineering and Architecture
75.39,86.77,45.58,52.54,36.74,Cloud Engineer,Technology and IT
87.16,83.57,38.11,69.83,36.85,Environmental Scientist,Environmental Science
79.57,73.26,83.64,67.89,31.64,Sales Manager,Business Management and Finance
79.24,81.67,43.15,49.27,17.86,Electrical Engineer,Engineering and Architecture
67.02,98.7,67.65,71.18,21.16,Judge,Law Government and Security
73.4,87.24,41.32,49.54,27.17,Chemical Engineer,Engineering and Architecture
80.97,85.49,87.07,53.14,28.73,Lawyer,Law Government and Security
66.68,100.0,52.61,70.55,18.83,Surgeon,Healthcare and Medical
61.29,71.19,48.36,80.28,32.59,Nutritionist,Healthcare and Medical
58.76,96.06,40.16,43.68,28.11,Financial Analyst,Business Management and Finance
65.37,90.55,28.89,49.36,23.34,Cybersecurity Analyst,Technology and IT
91.46,74.09,44.03,69.63,41.64,Content Writer,Creative Media and Design
69.76,81.94,60.25,90.84,39.1,Physiotherapist,Healthcare and Medical
79.07,90.82,46.64,56.04,20.84,DevOps Engineer,Technology and IT
91.44,79.44,28.25,62.09,30.6,Researcher,Education and Research
76.41,95.16,34.55,57.23,28.06,Software Engineer,Technology and IT
63.51,80.74,66.77,98.04,27.52,Academic Advisor,Education and Research
47.59,92.45,68.07,50.41,16.85,Army Officer,Law Government and Security
71.82,93.7,40.02,79.35,24.18,Surgeon,Healthcare and Medical
78.3,84.22,41.42,70.58,25.55,Civil Engineer,Engineering and Architecture
88.26,83.22,57.45,78.68,36.24,Professor,Education and Research
74.96,81.09,48.72,61.36,28.36,Industrial Engineer,Engineering and Architecture
56.29,94.71,63.98,59.42,5.48,Army Officer,Law Government and Security
62.07,86.99,56.19,71.12,22.9,Dentist,Healthcare and Medical
70.1,91.17,42.38,48.62,25.74,Cybersecurity Analyst,Technology and IT
71.2,82.39,48.09,64.85,25.46,Industrial Engineer,Engineering and Architecture
84.27,85.64,34.7,58.0,29.91,Researcher,Education and Research
44.96,96.29,74.9,63.21,25.79,Army Officer,Law Government and Security
76.58,75.28,65.82,77.12,29.58,Lecturer,Education and Research
78.02,86.45,65.42,74.76,28.84,Professor,Education and Research
67.67,82.55,55.01,82.43,29.9,Nutritionist,Healthcare and Medical
72.29,100.0,38.53,53.58,23.76,Cloud Engineer,Technology and IT
86.62,65.12,81.34,58.58,33.67,Journalist,Creative Media and Design
78.36,83.49,37.06,49.3,23.98,Machine Learning Engineer,Technology and IT
70.48,93.3,57.77,77.66,29.21,Business Analyst,Business Management and Finance
67.11,88.88,58.04,63.98,27.92,Judge,Law Government and Security
71.25,92.15,84.62,60.3,25.86,Lawyer,Law Government and Security
63.75,85.9,53.06,60.84,28.26,Industrial Engineer,Engineering and Architecture
58.6,86.07,78.51,63.01,16.57,Police Officer,Law Government and Security
97.33,78.12,41.66,54.46,23.93,Machine Learning Engineer,Technology and IT
83.49,74.25,32.53,56.12,29.83,Video Editor,Creative Media and Design
84.17,88.63,44.97,71.81,25.74,Environmental Scientist,Environmental Science
76.73,94.38,80.58,58.49,30.26,Lawyer,Law Government and Security
57.28,89.72,78.46,58.09,11.39,Police Officer,Law Government and Security
64.65,90.38,44.22,45.86,41.32,Financial Analyst,Business Management and Finance
89.25,87.14,40.41,52.07,25.41,Software Engineer,Technology and IT
93.89,59.57,55.83,62.28,41.57,Graphic Designer,Creative Media and Design
65.48,81.36,30.41,60.45,30.93,Mechanical Engineer,Engineering and Architecture
79.57,83.68,40.15,62.88,39.63,Web Developer,Technology and IT
61.62,87.59,34.38,43.16,22.68,Financial Analyst,Business Management and Finance
84.22,57.15,62.05,63.34,32.82,UI UX Designer,Creative Media and Design
69.95,99.51,48.65,60.19,11.44,Pilot,Law Government and Security
81.09,80.36,73.67,91.75,30.96,Teacher,Education and Research
60.12,80.89,74.03,83.46,37.53,Academic Advisor,Education and Research
91.5,74.58,34.95,60.08,28.21,Researcher,Education and Research
76.36,75.29,87.62,64.39,41.53,Sales Manager,Business Management and Finance
81.95,89.22,49.3,61.37,27.92,Industrial Engineer,Engineering and Architecture
67.31,88.74,31.11,51.11,28.2,Cybersecurity Analyst,Technology and IT
95.59,74.55,76.18,63.82,45.59,Entrepreneur,Business Management and Finance
66.46,94.65,42.58,58.72,29.12,Electrical Engineer,Engineering and Architecture
59.6,90.45,37.21,51.84,24.22,Financial Analyst,Business Management and Finance
58.07,93.08,33.14,46.66,24.94,Database Administrator,Technology and IT
70.04,80.4,66.37,89.83,28.88,Academic Advisor,Education and Research
69.86,85.54,43.4,56.43,33.87,Electrical Engineer,Engineering and Architecture
47.7,95.28,23.83,66.2,15.53,Medical Laboratory Technologist,Healthcare and Medical
66.58,85.67,38.56,76.05,24.63,Radiologist,Healthcare and Medical
88.45,89.74,44.89,49.82,28.5,AI Engineer,Technology and IT
58.91,81.61,23.13,61.0,25.63,Medical Laboratory Technologist,Healthcare and Medical
53.22,88.67,32.66,61.21,18.33,Medical Laboratory Technologist,Healthcare and Medical
76.25,88.44,73.79,82.77,29.19,Lecturer,Education and Research
68.93,97.41,28.51,66.71,31.85,Radiologist,Healthcare and Medical
74.95,91.58,32.04,52.64,22.33,Cloud Engineer,Technology and IT
76.03,81.81,63.92,83.4,34.22,Academic Advisor,Education and Research
69.2,75.27,44.8,56.46,28.8,Financial Analyst,Business Management and Finance
64.21,90.0,32.05,52.89,25.13,Database Administrator,Technology and IT
50.45,96.52,70.28,58.57,19.69,Army Officer,Law Government and Security
91.14,61.92,79.91,62.67,40.21,Entrepreneur,Business Management and Finance
68.2,92.44,56.98,69.36,21.45,Judge,Law Government and Security
79.68,92.39,41.61,58.12,33.31,DevOps Engineer,Technology and IT
93.13,65.18,56.53,75.3,26.29,UI UX Designer,Creative Media and Design
83.73,79.09,33.81,55.52,37.49,Video Editor,Creative Media and Design
83.69,53.16,46.2,62.35,34.88,Graphic Designer,Creative Media and Design
54.08,98.91,35.88,58.54,27.69,Medical Laboratory Technologist,Healthcare and Medical
91.16,71.03,78.83,58.65,44.29,Entrepreneur,Business Management and Finance
77.17,86.48,53.15,57.84,28.31,Industrial Engineer,Engineering and Architecture
50.49,87.66,78.32,53.38,16.72,Army Officer,Law Government and Security
71.1,80.25,47.65,54.66,32.14,Financial Analyst,Business Management and Finance
49.33,95.59,55.42,65.93,6.41,Pilot,Law Government and Security
80.65,84.27,76.58,63.75,25.17,Project Manager,Business Management and Finance
59.15,86.44,73.53,58.96,16.44,Police Officer,Law Government and Security
64.78,69.25,72.09,97.69,24.42,Academic Advisor,Education and Research
57.89,80.46,62.08,91.26,21.02,Nurse,Healthcare and Medical
74.05,90.5,44.25,53.86,28.16,Mechanical Engineer,Engineering and Architecture
70.53,95.95,43.68,62.88,29.13,Civil Engineer,Engineering and Architecture
77.88,84.54,67.75,81.62,35.05,Lecturer,Education and Research
89.13,81.64,53.1,72.17,29.03,Architect,Engineering and Architecture
90.39,79.59,40.84,69.17,37.8,Environmental Scientist,Environmental Science
69.37,76.52,46.37,50.89,41.9,Mobile App Developer,Technology and IT
67.86,88.06,42.64,52.4,26.29,Cloud Engineer,Technology and IT
62.75,77.42,51.81,83.79,39.33,Nutritionist,Healthcare and Medical
93.53,79.43,44.45,52.98,34.57,Researcher,Education and Research
89.31,80.82,28.43,52.85,22.51,Machine Learning Engineer,Technology and IT
73.13,71.94,64.96,83.88,37.25,Social Worker,Social and Behavioral Sciences
95.56,66.0,49.81,49.69,37.03,Graphic Designer,Creative Media and Design
66.17,97.13,34.45,44.69,16.94,Cybersecurity Analyst,Technology and IT
94.16,62.84,54.08,55.23,36.94,Graphic Designer,Creative Media and Design
95.73,60.06,57.91,56.13,38.29,UI UX Designer,Creative Media and Design
90.46,82.52,34.85,60.66,31.4,Data Scientist,Technology and IT
85.74,94.78,43.09,54.15,20.35,Machine Learning Engineer,Technology and IT
75.68,89.68,55.81,64.27,31.02,Industrial Engineer,Engineering and Architecture
74.33,95.91,35.46,44.66,28.32,Cloud Engineer,Technology and IT
76.9,84.35,41.2,50.17,24.84,DevOps Engineer,Technology and IT
65.29,71.46,64.61,88.99,28.94,Social Worker,Social and Behavioral Sciences
58.04,100.0,58.84,62.85,9.76,Pilot,Law Government and Security
65.04,91.42,46.5,47.42,28.66,Web Developer,Technology and IT
85.59,87.24,36.0,53.55,25.0,Researcher,Education and Research
74.76,91.01,69.39,52.57,26.24,Lawyer,Law Government and Security
70.16,88.42,54.13,61.92,32.58,Business Analyst,Business Management and Finance
72.33,72.0,92.73,58.6,35.45,Sales Manager,Business Management and Finance
73.72,98.08,40.19,53.32,31.51,Cybersecurity Analyst,Technology and IT
58.68,92.3,43.01,72.7,28.43,Pharmacist,Healthcare and Medical
76.78,83.23,88.5,73.46,27.5,Project Manager,Business Management and Finance
88.1,69.82,82.62,64.02,31.13,Digital Marketing Specialist,Creative Media and Design
96.55,55.31,45.19,61.03,46.81,Animator,Creative Media and Design
86.75,60.68,88.39,60.21,43.55,Digital Marketing Specialist,Creative Media and Design
76.47,87.02,54.0,62.9,24.56,Business Analyst,Business Management and Finance
76.09,71.12,89.38,94.0,27.72,HR Manager,Business Management and Finance
60.8,91.67,56.74,62.14,15.01,Pilot,Law Government and Security
87.15,71.69,56.23,59.63,31.0,Photographer,Creative Media and Design
61.94,95.72,27.81,62.94,26.45,Radiologist,Healthcare and Medical
70.62,100.0,83.94,56.71,27.92,Lawyer,Law Government and Security
60.23,99.43,25.4,57.17,26.35,Accountant,Business Management and Finance
76.21,78.99,71.64,85.18,27.32,Teacher,Education and Research
86.66,75.23,76.05,58.53,42.82,Entrepreneur,Business Management and Finance
86.62,70.37,78.83,66.55,26.55,Marketing Manager,Business Management and Finance
77.51,88.43,38.93,75.94,32.69,Environmental Scientist,Environmental Science
76.68,95.54,37.73,55.95,23.33,Chemical Engineer,Engineering and Architecture
91.62,62.9,52.4,59.1,28.99,UI UX Designer,Creative Media and Design
75.36,77.85,94.59,83.11,31.53,HR Manager,Business Management and Finance
73.24,95.04,49.22,67.09,13.77,Pilot,Law Government and Security
66.13,91.83,22.7,59.67,32.9,Radiologist,Healthcare and Medical
83.99,69.49,79.75,67.13,40.28,Entrepreneur,Business Management and Finance
79.82,91.33,40.35,58.88,36.37,Software Engineer,Technology and IT
65.88,93.48,43.69,59.54,30.21,Civil Engineer,Engineering and Architecture
81.97,73.59,34.42,55.93,39.78,Video Editor,Creative Media and Design
76.19,71.68,69.16,75.65,31.32,Academic Advisor,Education and Research
82.06,67.6,45.41,59.02,36.8,Video Editor,Creative Media and Design
73.72,89.85,47.94,57.87,31.38,DevOps Engineer,Technology and IT
94.54,75.15,52.12,94.65,35.1,Psychologist,Social and Behavioral Sciences
65.99,79.33,86.49,88.26,40.35,HR Manager,Business Management and Finance
81.49,82.51,32.25,57.98,26.31,Data Scientist,Technology and IT
89.66,71.82,60.31,97.07,31.15,Psychologist,Social and Behavioral Sciences
72.34,78.53,76.79,91.79,34.68,Teacher,Education and Research
85.36,85.6,42.5,67.15,34.47,Environmental Scientist,Environmental Science
66.58,83.62,46.45,49.66,30.36,Web Developer,Technology and IT
86.32,83.11,42.63,68.56,29.02,Environmental Scientist,Environmental Science
69.51,83.64,23.78,59.68,26.25,Radiologist,Healthcare and Medical
56.55,86.12,64.77,54.66,23.57,Army Officer,Law Government and Security
62.14,74.55,87.63,64.72,35.82,Sales Manager,Business Management and Finance
82.97,92.27,43.03,53.12,21.76,Software Engineer,Technology and IT
55.45,92.59,25.19,64.28,26.99,Medical Laboratory Technologist,Healthcare and Medical
65.99,92.72,56.66,63.11,30.54,Civil Servant CSS Officer,Law Government and Security
67.2,94.14,49.24,68.51,30.13,Electrical Engineer,Engineering and Architecture
83.27,86.93,39.48,61.02,21.9,AI Engineer,Technology and IT
92.56,70.53,54.98,69.14,35.73,Content Writer,Creative Media and Design
